host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
2,2,2,1,1,89,3,1125,3,3,1125,1125,3,1125,0,0,0,79,17,2,0,99,10,10,10,10,10,10,2,2,0,0.64
2,2,2,1,1,150,4,1125,4,4,1125,1125,4,1125,0,0,0,49,12,0,0,96,10,9,10,10,10,9,2,2,0,0.44
2,2,4,2,2,50,2,365,2,2,1125,1125,2,1125,7,37,67,159,45,7,0,89,9,9,10,10,9,9,2,2,0,1.68
2,2,3,1,2,5000,1,1125,1,1,1125,1125,1,1125,0,0,0,0,221,65,0,85,9,8,10,10,9,9,2,0,2,8.04
4,4,2,1,2,41,10,1125,10,10,1125,1125,10,1125,29,59,89,179,0,0,0,,,,,,,,2,0,2,
11,11,4,1,2,34,2,1125,2,3,1125,1125,2,1125,1,1,1,1,174,39,4,96,10,10,10,10,10,10,5,5,0,6.32
1,1,4,1,3,105,5,21,5,5,21,21,5,21,29,59,89,179,0,0,0,,,,,,,,1,1,0,
1,1,5,3,3,86,2,365,2,7,999,999,4.5,999,20,50,80,304,88,12,0,96,10,9,10,10,10,10,1,1,0,3.33
1,1,4,2,4,100,2,1125,2,2,1125,1125,2,1125,20,50,61,61,12,1,0,97,10,10,10,10,10,10,1,1,0,0.45
1,1,2,1,1,33,2,14,2,2,14,14,2,14,0,0,0,0,58,9,0,99,10,10,10,10,9,10,1,0,1,2.16
1,1,2,1,1,65,1,7,1,1,7,7,1,7,1,1,1,1,20,1,0,96,10,10,10,10,10,9,1,0,1,0.76
2,2,2,1,2,40,2,1125,2,2,1125,1125,2,1125,30,60,90,90,10,2,0,80,8,8,10,10,8,9,2,0,2,0.36
1,1,2,1,1,75,2,10,2,2,10,10,2,10,0,0,0,0,25,4,0,95,10,10,10,10,10,9,1,1,0,0.93
2,2,2,1,1,80,3,28,3,3,28,28,3,28,28,58,88,88,9,1,0,100,10,10,10,10,10,10,1,1,0,0.35
5,5,3,1,3,53,1,30,1,1,30,30,1,30,6,6,6,6,27,14,1,99,10,10,10,10,10,10,5,0,5,1.02
1,1,2,1,1,72,2,1125,2,2,1125,1125,2,1125,1,1,1,1,3,0,0,100,9,9,10,10,9,9,1,0,1,0.11
1,1,4,2,3,75,2,1125,2,2,1125,1125,2,1125,0,0,0,0,64,12,0,95,10,9,10,10,10,10,1,1,0,2.38
69,69,4,2,3,119,2,1125,2,7,1125,1125,2.9,1125,22,52,82,353,0,0,0,,,,,,,,54,54,0,
1,1,5,2,4,118,2,27,2,2,1125,1125,2,1125,25,47,70,199,112,17,2,100,10,10,10,10,10,10,3,3,0,4.06
1,1,2,1,2,60,2,1125,2,2,1125,1125,2,1125,0,0,19,294,10,1,0,100,10,10,10,10,10,10,1,0,1,0.37
3,3,1,1,1,19,1,28,1,1,28,28,1,28,26,56,77,352,17,6,0,94,10,9,10,10,9,10,3,0,3,0.64
3,3,2,1,2,27,1,30,1,1,30,30,1,30,28,58,80,355,14,2,0,86,9,9,10,10,9,9,3,0,3,0.51
2,2,2,1,1,40,1,5,1,1,1125,1125,1,1125,0,0,0,0,36,3,0,98,10,10,10,10,9,9,1,0,1,1.33
3,3,4,1,2,50,3,1125,3,3,1125,1125,3,1125,1,1,1,1,109,35,1,96,10,10,10,9,10,10,2,2,0,3.97
1,1,4,2,2,66,3,31,3,3,1125,1125,3,1125,30,60,90,90,63,16,1,97,10,10,10,10,10,10,1,1,0,2.35
1,1,6,3,3,65,2,365,2,2,1125,1125,2,1125,22,46,66,157,52,12,0,98,10,10,9,10,10,10,1,1,0,2.03
201,201,2,1,1,55,2,1124,2,7,999,999,4.5,999,26,51,76,294,64,14,2,90,9,10,9,10,10,9,113,105,8,2.32
3,3,1,1,1,22,2,1125,2,2,1125,1125,2,1125,15,45,75,255,46,17,0,98,10,10,10,10,10,10,3,0,3,1.7
1,1,2,1,2,90,2,30,2,2,30,30,2,30,29,59,89,89,74,7,0,95,10,9,10,10,10,9,1,1,0,2.75
2,2,1,1,1,55,5,1123,5,5,1123,1123,5,1123,29,59,89,364,0,0,0,,,,,,,,2,0,2,
3,3,3,3,3,75,2,3,2,2,3,3,2,3,0,0,0,0,1,0,0,100,10,10,10,10,8,10,3,0,3,0.04
1,1,2,,1,130,4,14,4,4,14,14,4,14,30,60,90,365,4,1,0,90,10,10,10,10,10,9,1,1,0,0.16
3,3,2,1,1,45,1,1125,1,2,1125,1125,1,1125,0,0,0,0,28,6,0,86,9,8,10,10,10,8,1,0,1,1.02
1,1,4,2,2,85,2,1125,2,2,1125,1125,2,1125,4,4,23,23,5,0,0,96,10,10,10,10,10,10,1,1,0,0.19
1,1,2,1,1,45,1,30,1,1,30,30,1,30,27,57,87,87,3,0,0,100,10,10,10,10,9,9,1,0,1,0.11
1,1,2,,1,33,1,1125,1,2,1125,1125,1.3,1125,20,50,80,80,75,15,0,92,9,9,9,9,9,9,1,0,1,2.92
0,0,1,1,1,25,3,1125,3,3,1125,1125,3,1125,0,0,20,20,6,0,0,97,10,9,10,10,10,10,1,0,1,0.22
4,4,4,,2,70,3,60,3,3,60,60,3,60,0,0,0,0,6,0,0,100,10,9,9,9,9,9,4,4,0,0.22
4,4,4,1,2,80,3,60,3,3,60,60,3,60,0,0,0,0,3,0,0,87,9,9,9,9,10,9,4,4,0,0.11
18,18,4,1,2,100,1,1125,1,3,60,1125,1.8,679.4,0,0,0,0,1,1,0,100,10,10,10,10,10,10,13,13,0,0.59
1,1,3,1,2,2900,1,1125,1,1,1125,1125,1,1125,0,0,0,0,24,0,0,86,9,8,9,10,9,9,1,0,1,0.88
2,2,3,2,2,47,28,120,14,28,120,120,26.9,120,0,0,16,220,10,4,0,100,10,10,10,10,10,10,1,1,0,0.38
1,1,4,2,2,58,2,365,2,2,1125,1125,2,1125,0,0,0,81,24,5,0,89,9,8,10,10,9,9,2,2,0,0.94
1,1,1,1,1,50,13,1125,13,13,1125,1125,13,1125,27,57,87,177,1,0,0,80,10,10,10,8,10,8,1,0,1,0.04
2,2,4,2,2,115,5,1125,5,5,1125,1125,5,1125,1,1,1,1,13,3,0,98,10,10,10,10,10,10,2,2,0,0.59
2,2,5,2,3,50,3,20,3,3,1125,1125,3,1125,0,0,1,80,38,9,0,91,9,9,9,9,9,9,1,1,0,1.4
2,2,2,1,1,28,2,1125,2,2,1125,1125,2,1125,0,0,21,181,22,2,0,94,10,10,10,10,10,9,2,0,2,0.8
1,1,4,1,2,90,2,1125,1,2,1125,1125,1.4,1125,0,0,0,0,52,0,0,94,10,9,10,10,10,9,1,1,0,1.91
2,2,1,1,1,25,2,1125,2,2,1125,1125,2,1125,23,53,83,245,31,8,0,97,10,10,10,10,9,9,2,0,2,1.15
2,2,6,2,6,300,3,1125,3,3,1125,1125,3,1125,30,60,90,270,0,0,0,,,,,,,,2,2,0,
4,4,4,2,2,105,2,1125,2,3,1125,1125,2.1,1125,30,60,90,365,62,9,1,100,10,10,10,10,10,10,4,4,0,2.26
3,3,2,1,1,50,2,1125,2,2,1125,1125,2,1125,0,0,21,111,4,0,0,100,10,10,10,10,10,10,3,0,3,0.15
31,31,4,2,2,123,1,1125,1,7,1125,1125,1.6,1125,0,0,0,0,27,4,0,96,10,10,9,9,10,9,2,2,0,1.01
1,1,2,1,1,65,2,1125,2,3,1125,1125,2.9,1125,30,60,90,180,6,0,0,100,10,10,10,10,9,10,1,0,1,0.23
1,1,2,1,1,45,3,1125,3,3,1125,1125,3,1125,10,21,51,61,105,7,0,97,10,10,10,10,10,10,1,1,0,3.83
1,1,3,1,1,129,2,14,2,2,14,14,2,14,30,60,90,365,13,3,0,97,10,10,10,10,10,10,1,1,0,0.48
2,2,1,1,1,40,2,1125,2,2,1125,1125,2,1125,0,0,0,263,10,2,0,100,10,10,10,10,10,10,2,0,2,0.38
1,1,2,1,1,175,1,1125,1,1,1125,1125,1,1125,0,0,0,53,34,7,0,100,10,10,10,10,10,10,1,1,0,1.29
1,1,2,1,1,62,1,7,1,1,7,7,1,7,29,59,89,89,18,0,0,98,9,10,10,10,10,9,1,0,1,0.67
1,1,2,1,1,50,1,14,1,1,1125,1125,1,1125,0,0,19,87,15,5,0,97,10,10,10,10,10,10,1,0,1,1.04
1,1,4,1,1,43,1,31,1,1,31,31,1,31,29,59,89,179,7,0,0,97,10,10,10,10,10,9,1,0,1,0.26
1,1,2,1,1,40,3,30,2,3,30,30,2.7,30,0,0,0,0,31,11,0,98,10,10,10,10,9,10,1,0,1,1.14
1,1,4,2,2,150,1,28,1,1,28,28,1,28,0,0,19,19,9,0,0,75,9,8,10,9,9,7,1,1,0,0.33
1,1,2,1,1,75,3,7,3,3,7,7,3,7,28,58,88,363,13,1,0,94,10,10,10,10,10,9,1,0,1,0.49
1,1,2,1,1,25,1,14,1,1,14,14,1,14,29,59,80,170,123,19,0,98,10,10,10,10,10,10,1,0,1,4.52
1,1,4,1,2,65,2,31,2,2,1125,1125,2,1125,0,0,5,34,17,6,0,96,10,9,10,10,9,9,1,1,0,0.77
1,1,4,2,2,120,3,1125,3,3,1125,1125,3,1125,29,59,89,269,57,2,0,92,10,9,10,10,10,9,1,1,0,2.09
3,3,4,2,2,100,2,1125,2,2,1125,1125,2,1125,1,6,36,126,8,0,0,100,10,10,10,10,9,10,3,0,3,0.3
3,3,2,1,1,50,2,1125,2,2,1125,1125,2,1125,0,0,19,109,3,0,0,100,10,9,10,10,9,10,3,0,3,0.11
4,4,6,2,3,80,2,365,2,7,1125,1125,2.8,1125,22,52,54,54,1,0,0,100,10,10,10,10,10,10,2,2,0,0.08
1,1,2,1,1,88,1,1125,1,1,1125,1125,1,1125,0,0,0,0,8,0,0,98,10,10,10,10,10,10,1,0,1,0.29
9,9,4,2,3,175,1,1125,1,1,1125,1125,1,1125,0,0,17,107,24,1,0,91,10,9,10,9,10,9,4,0,0,0.9
9,9,3,1,2,125,1,1125,1,1,1125,1125,1,1125,0,0,17,107,6,0,0,70,9,7,9,7,9,6,4,0,0,0.22
9,9,3,1,1,125,1,1125,1,1,1125,1125,1,1125,0,0,17,107,24,0,0,95,10,9,10,9,10,9,4,0,0,0.89
9,9,4,2,4,175,1,1125,1,1,1125,1125,1,1125,0,0,0,0,9,0,0,75,8,9,9,9,10,8,4,0,0,0.34
1,1,2,1,1,41,2,7,2,2,7,7,2,7,0,0,0,0,30,5,0,99,10,10,10,10,10,10,1,0,1,1.11
1,1,4,2,2,97,3,14,3,3,14,14,3,14,30,60,90,91,26,2,0,99,10,10,10,10,10,10,1,1,0,0.97
1,1,6,2,4,96.43,2,1125,2,2,1125,1125,2,1125,25,55,85,148,57,11,0,94,10,10,9,10,10,9,1,1,0,2.11
5,5,2,1,1,31,2,12,2,3,4,12,2.4,10.9,26,55,72,72,58,11,0,99,10,10,10,10,10,10,1,0,1,2.15
1,1,2,2,2,80,2,120,2,2,120,120,2,120,27,57,87,177,5,0,0,100,10,10,10,10,10,10,1,0,1,0.19
1,1,4,2,3,165,2,14,2,2,14,14,2,14,0,0,0,0,9,4,0,100,10,10,10,10,10,10,1,1,0,0.5
3,3,4,2,3,95,3,600,3,3,600,600,3,600,0,0,0,255,6,0,0,80,9,9,9,10,9,8,3,3,0,0.22
2,2,2,2,1,35,2,1125,2,2,1125,1125,2,1125,0,1,12,102,8,0,0,100,10,10,10,10,10,9,2,0,2,0.3
2,2,4,1,1,55,2,1125,2,2,1125,1125,2,1125,0,0,0,0,13,0,0,92,10,10,10,10,10,9,1,1,0,0.48
1,1,2,,1,50,3,15,3,3,15,15,3,15,27,57,87,87,8,0,0,98,10,9,10,10,10,10,1,0,1,0.3
1,1,4,2,2,35,2,365,2,2,1125,1125,2,1125,0,0,0,20,42,6,0,89,9,9,9,9,9,9,1,1,0,1.56
1,1,2,1,1,200,1,28,1,1,28,28,1,28,0,0,0,0,1,0,0,,,,,,,,1,0,1,0.04
201,201,4,2,2,152,2,1124,1,5,999,999,3.5,999,0,0,0,0,55,18,0,94,10,9,9,9,10,9,113,105,8,2.04
1,1,6,2,1,89,3,1125,3,3,1125,1125,3,1125,1,1,1,1,0,0,0,,,,,,,,1,1,0,
2,2,4,2,5,140,3,30,3,3,1125,1125,3,1125,30,57,87,322,3,1,0,100,10,10,10,10,10,9,2,2,0,0.15
2,2,1,1,1,30,3,1125,3,3,1125,1125,3,1125,0,0,21,296,13,0,0,98,10,9,10,10,10,10,1,0,1,0.48
201,201,4,2,2,74,2,1124,2,7,999,999,4.5,999,10,40,70,293,48,13,0,92,9,9,10,10,10,9,113,105,8,1.82
1,1,2,1,1,55,1,1125,1,1,1125,1125,1,1125,0,0,0,0,74,8,0,98,10,10,10,10,10,10,1,0,1,2.74
2,2,2,1,1,50,1,90,1,1,1125,1125,1,1125,30,60,90,90,25,2,0,97,10,9,9,9,9,9,2,1,1,0.92
1,1,2,1,1,28,1,1125,1,1,1125,1125,1,1125,21,51,76,301,235,69,3,99,10,10,10,10,10,10,1,0,1,8.66
1,1,3,1,1,70,2,1125,2,2,1125,1125,2,1125,29,59,86,361,37,1,0,88,9,8,9,10,10,9,1,1,0,1.38
201,201,5,2,3,87,2,1124,2,7,999,999,4.5,999,27,53,83,303,69,13,3,92,10,9,10,9,10,9,113,105,8,2.57
1,1,2,1,1,52,2,7,2,2,7,7,2,7,30,60,90,90,7,0,0,100,10,10,10,10,10,10,3,0,3,0.26
1,1,5,2,3,200,1,28,1,1,28,28,1,28,1,1,1,1,51,1,0,91,9,9,10,10,9,9,1,1,0,1.99
1,1,2,1,1,40,2,9,2,2,9,9,2,9,30,60,90,90,25,0,0,99,10,10,10,10,10,10,1,0,1,0.93
2,2,1,1,1,30.57,1,1125,1,1,1125,1125,1,1125,29,59,89,89,40,7,0,99,10,10,10,10,9,10,2,0,2,1.49
5,5,6,2,6,80,1,25,1,1,25,25,1,25,0,20,50,50,29,7,0,97,10,10,10,10,10,10,5,0,5,1.08
5,5,3,1,2,52,1,25,1,1,25,25,1,25,9,9,9,9,9,5,1,98,10,10,10,10,10,10,5,0,5,0.34
1,1,4,2,3,63,2,31,2,3,1125,1125,2,1125,30,60,90,157,96,25,2,96,10,10,10,9,10,9,1,1,0,3.58
1,1,4,2,3,200,1,27,1,1,1125,1125,1,1125,0,0,0,238,42,0,0,92,10,9,9,10,10,9,1,1,0,1.57
8,8,5,2,3,80,4,28,4,4,1125,1125,4,1125,2,2,2,2,64,16,0,95,10,9,10,10,10,9,7,7,0,2.49
201,201,8,3,4,118,2,1125,2,7,999,999,4.5,999,0,0,0,0,55,18,1,93,10,9,10,10,10,9,113,105,8,2.05
1,1,4,2,3,120,2,21,2,2,21,21,2,21,29,59,89,89,6,0,0,93,9,8,10,10,9,9,1,0,1,0.22
1,1,6,1,3,80,1,10,1,1,1125,1125,1,1125,0,0,0,0,54,10,1,90,9,9,10,10,10,9,1,1,0,2
3,3,2,1,2,50,2,7,2,2,7,7,2,7,0,0,0,0,40,5,0,99,10,10,10,10,10,10,2,0,2,1.47
2,2,2,1,1,36,2,1125,2,2,1125,1125,2,1125,30,60,90,365,20,0,0,99,10,10,10,10,10,10,2,0,2,0.78
1,1,2,1,1,50,1,30,1,1,30,30,1,30,30,60,85,357,26,0,0,95,10,9,10,10,9,10,1,1,0,0.96
1,1,5,2,3,89,1,1125,1,2,1125,1125,1.3,1125,26,49,65,310,73,11,2,99,10,10,10,10,10,10,1,1,0,2.7
1,1,4,2,2,109,2,1125,2,5,1125,1125,3,1125,1,31,61,151,40,6,0,94,10,9,9,9,10,9,1,1,0,1.77
13,13,3,1,2,63,2,31,2,4,31,31,2,31,21,51,81,353,13,1,0,98,10,10,10,10,10,9,7,7,0,0.48
23,23,2,1,1,65,1,1125,1,4,4,1125,3.4,46.7,25,49,76,76,47,20,4,96,9,10,10,10,10,9,21,21,0,1.77
1,1,6,3,4,157,3,30,3,3,1125,1125,3,1125,1,1,1,1,13,1,0,97,10,9,10,10,10,10,1,1,0,0.49
19,19,6,3,4,88,1,365,1,4,365,365,2.1,365,23,25,25,32,17,7,2,94,10,10,10,10,10,9,14,14,0,0.64
8,8,2,1,1,43,3,60,3,3,1125,1125,3,1125,5,16,30,210,68,18,0,91,9,9,10,10,10,9,2,2,0,2.52
2,2,2,1,1,30,2,5,2,2,5,5,2,5,30,60,87,362,53,11,0,99,10,10,10,10,9,10,1,0,1,1.96
13,13,4,1,2,58,2,30,2,3,30,30,2,30,0,0,0,0,40,9,0,98,10,10,10,10,10,10,12,12,0,1.48
2,2,2,1,1,105,2,30,2,2,1125,1125,2,1125,11,25,44,247,180,77,9,100,10,10,10,10,10,10,2,2,0,6.72
4,4,2,,0,50,3,175,3,3,175,175,3,175,0,5,34,302,26,6,1,98,10,10,10,10,10,10,4,4,0,0.97
1,1,2,1,1,22,1,1125,1,1,1125,1125,1,1125,0,0,0,0,99,23,0,96,10,10,10,10,10,10,1,0,1,3.65
2,2,2,1,1,95,3,1125,3,3,1125,1125,3,1125,0,0,0,0,11,0,0,98,10,10,10,10,10,10,2,1,1,0.41
1,1,4,2,3,85,2,1125,2,2,1125,1125,2,1125,30,60,90,180,4,0,0,93,9,9,9,9,9,9,1,1,0,0.15
1,1,2,1,1,60,2,1125,2,2,1125,1125,2,1125,0,0,21,21,4,2,0,100,10,10,10,10,10,9,1,1,0,0.15
7,7,3,2,2,67,2,1125,2,2,1125,1125,2,1125,0,0,2,20,12,1,0,89,9,9,9,9,10,9,3,3,0,0.46
2,2,4,1,2,150,3,30,2,3,30,30,2.7,30,0,0,17,292,10,5,0,98,10,10,10,10,10,10,1,1,0,0.53
1,1,2,1,1,40,1,1125,1,1,1125,1125,1,1125,0,0,21,296,46,0,0,87,9,9,10,9,9,9,1,0,1,1.7
2,2,4,1,1,54,2,1125,2,2,1125,1125,2,1125,0,0,0,137,114,30,0,97,10,10,10,10,10,10,1,1,0,4.38
6,6,4,2,2,100,2,14,2,2,14,14,2,14,26,52,82,353,75,24,1,96,10,10,10,10,10,10,4,4,0,3
1,1,4,1,1,80,3,1125,3,3,1125,1125,3,1125,0,1,1,202,79,14,0,97,10,10,10,10,10,9,1,1,0,2.96
19,19,6,3,3,58,2,1125,1,3,1125,1125,1.4,1125,0,0,0,0,72,26,1,87,9,9,10,10,10,9,8,2,6,3.03
19,19,2,1,1,15,1,1125,1,3,1125,1125,1,1125,15,34,56,217,176,64,9,89,9,9,10,10,10,9,8,2,6,6.87
7,7,2,1,1,38,2,60,2,3,1125,1125,2.3,1125,30,60,90,90,122,15,0,93,10,10,10,10,10,9,3,0,3,4.66
19,19,2,1,1,15,1,1125,1,3,1125,1125,1,1125,1,26,48,207,148,55,7,84,9,8,10,10,9,9,8,2,6,5.77
1,1,2,1,1,26,2,10,2,2,1125,1125,2,1125,29,59,87,98,15,2,2,99,10,10,10,10,10,10,1,0,1,0.56
1,1,4,1,2,52,2,30,2,3,1125,1125,2.3,1125,0,0,0,0,37,3,0,96,10,9,9,10,10,10,1,1,0,1.37
69,69,4,1,1,103,2,1125,2,7,1125,1125,2.9,1125,0,30,60,284,0,0,0,,,,,,,,54,54,0,
1,1,2,1,1,45,2,1125,2,2,1125,1125,2,1125,29,59,89,179,20,0,0,95,10,10,10,9,9,10,1,0,1,0.74
3,3,2,1,1,63,10,35,10,10,35,35,10,35,28,58,88,88,13,0,0,93,10,9,10,10,10,10,3,1,2,0.48
1,1,3,1,3,59,1,1125,1,1,1125,1125,1,1125,0,0,0,145,51,3,0,100,10,10,10,10,10,10,1,0,1,1.89
2,2,4,2,2,110,2,31,2,2,31,31,2,31,15,24,44,228,36,9,1,98,10,10,10,10,10,9,2,2,0,1.34
1,1,2,1,1,46,4,31,4,4,1125,1125,4,1125,1,31,61,61,38,6,0,96,10,10,10,10,9,9,1,1,0,1.42
1,1,4,2,2,52,4,90,3,4,1125,1125,4,1125,18,18,18,97,24,3,1,93,10,9,9,10,10,10,1,1,0,0.91
2,2,2,1,3,90,1,1125,1,2,1125,1125,1.3,1125,29,59,89,179,3,0,0,73,9,9,10,7,9,9,2,1,1,0.11
1,1,1,1,1,21,1,1125,1,1,1125,1125,1,1125,0,0,21,21,10,0,0,88,9,9,10,10,9,9,1,0,1,0.37
1,1,2,1,1,40,2,1125,2,2,1125,1125,2,1125,0,0,0,0,16,16,0,96,10,10,10,10,10,10,1,1,0,1.5
2,2,4,2,2,72,2,60,2,2,1125,1125,2,1125,30,60,88,363,119,7,0,97,10,10,10,10,10,10,2,2,0,4.45
4,4,2,1,0,50,2,175,2,3,175,175,2.3,175,1,1,1,1,22,8,0,95,10,10,10,10,10,9,4,4,0,0.84
2,2,2,1,1,30,1,1125,1,1,1125,1125,1,1125,0,0,0,0,5,1,0,100,10,10,10,10,10,10,2,0,2,0.19
1,1,6,3,3,120,3,1125,3,3,1125,1125,3,1125,0,0,0,0,2,1,0,90,10,8,10,10,9,10,1,1,0,0.08
1,1,4,2,2,106,2,1125,2,7,1125,1125,2.8,1125,0,19,49,303,30,3,0,97,10,10,10,10,10,10,1,1,0,1.12
2,2,4,,2,72,2,60,2,2,1125,1125,2,1125,25,32,51,51,34,19,3,97,10,10,10,10,10,9,2,2,0,2.26
1,1,2,1,1,86,2,1125,2,5,1125,1125,3.4,1125,0,0,0,80,13,0,0,86,8,9,9,9,10,9,1,1,0,0.48
2,2,6,2,2,91,2,1125,2,2,1125,1125,2,1125,30,60,90,180,96,31,0,94,10,9,10,10,10,9,1,1,0,3.59
2,2,2,1,1,22,3,40,3,3,1125,1125,3,1125,20,21,21,21,72,15,2,93,10,9,10,10,10,10,2,0,2,2.7
2,2,2,1,1,54,3,1125,2,3,1125,1125,2.4,1125,1,31,57,69,42,16,0,97,10,10,10,10,9,10,3,3,0,1.58
1,1,1,1,2,40,2,1125,2,2,1125,1125,2,1125,0,0,8,8,16,0,0,100,10,10,10,10,10,10,1,0,1,0.59
1,1,4,1,1,48,2,28,2,2,28,28,2,28,21,40,65,271,166,44,1,95,10,10,9,9,10,9,1,1,0,6.13
1,1,2,1,1,80,3,14,3,3,1125,1125,3,1125,30,60,90,90,3,1,0,100,10,10,10,10,9,10,1,1,0,0.11
1,1,2,1,1,75,3,1125,3,3,1125,1125,3,1125,0,0,0,0,16,1,0,99,10,10,10,10,10,10,1,1,0,0.6
1,1,2,1,1,60,1,7,1,1,7,7,1,7,0,0,10,285,16,3,0,100,10,10,10,10,10,10,1,0,1,0.6
1,1,1,1,1,36,1,1125,1,1,1125,1125,1,1125,28,58,88,363,31,3,0,98,10,10,10,10,10,10,1,0,1,1.17
1,1,4,1,1,48,2,365,2,2,1125,1125,2,1125,30,60,90,180,39,5,1,91,9,9,9,10,10,9,1,1,0,1.45
201,201,4,2,3,89,2,1125,1,5,999,999,3.8,999,0,0,0,0,64,16,0,93,9,9,10,9,10,9,113,105,8,2.43
2,2,4,2,2,159,1,1125,1,1,1125,1125,1,1125,0,0,0,0,24,4,0,100,10,10,9,9,10,10,1,1,0,0.9
1,1,2,1,1,80,3,30,3,3,30,30,3,30,25,55,85,85,52,8,1,100,10,10,10,10,10,10,1,1,0,1.95
7,7,6,2,3,300,1,1125,1,1,1125,1125,1,1125,29,59,89,89,1,0,0,60,4,8,10,8,10,4,7,7,0,0.07
2,2,4,,2,65,1,29,1,4,1125,1125,1.1,1125,27,54,84,351,158,39,2,98,10,10,10,10,10,10,2,2,0,5.93
1,1,2,1,1,30,1,1125,1,1,1125,1125,1,1125,0,0,0,0,2,0,0,100,10,10,10,10,10,10,1,0,1,0.08
1,1,2,1,1,65,1,5,1,1,5,5,1,5,0,0,0,0,3,1,0,100,10,10,10,10,10,10,1,1,0,0.11
1,1,6,2,3,140,1,1125,1,1,1125,1125,1,1125,30,60,90,365,12,0,0,93,10,10,10,10,10,10,1,0,1,0.45
1,1,4,2,2,75,3,1125,3,3,1125,1125,3,1125,0,0,0,0,36,2,0,98,10,10,10,10,9,9,1,1,0,1.4
1,1,4,2,2,65,2,365,2,2,1125,1125,2,1125,0,6,36,126,31,5,1,90,9,9,9,10,10,9,1,1,0,1.16
1,1,4,2,2,49,2,30,2,2,30,30,2,30,16,46,69,159,131,30,0,94,10,10,10,10,10,10,1,1,0,4.88
3,3,2,1,1,54.29,2,100,2,2,1125,1125,2,1125,0,0,19,109,0,0,0,,,,,,,,2,0,2,
2,2,2,1,2,32,4,90,4,4,1125,1125,4,1125,0,0,20,20,14,1,0,90,10,8,10,10,9,10,1,0,1,0.53
1,1,2,1,1,25,1,1125,1,1,1125,1125,1,1125,0,0,21,111,32,2,0,99,10,10,10,10,10,10,1,0,1,1.19
2,2,1,1,1,29,1,4,1,1,4,4,1,4,28,58,88,88,10,2,0,84,10,8,10,9,10,9,2,0,2,0.37
1,1,6,3,6,270,2,18,2,2,1125,1125,2,1125,0,0,0,50,43,10,0,88,10,9,9,8,10,9,1,1,0,1.61
1,1,4,2,2,85,2,31,2,2,1125,1125,2,1125,29,54,69,80,65,13,0,97,10,10,10,10,10,10,1,1,0,2.43
1,1,2,1,1,49,1,10,1,1,10,10,1,10,29,59,89,89,6,0,0,97,10,9,9,10,10,10,1,0,1,0.41
1,1,4,2,2,74,2,1125,2,2,1125,1125,2,1125,29,39,39,39,75,20,1,99,10,10,10,10,10,10,1,1,0,2.81
1,1,2,1,1,79,2,7,2,3,7,7,2.3,7,9,36,53,121,128,39,1,100,,,,,,,1,1,0,5.2
1,1,6,2,2,101,2,1125,2,2,1125,1125,2,1125,0,0,0,50,20,1,0,99,10,10,10,10,10,10,1,1,0,0.77
2,2,1,1,1,70,1,1125,1,1,1125,1125,1,1125,29,59,89,364,0,0,0,,,,,,,,2,0,2,
1,1,2,,1,45,2,1125,2,2,1125,1125,2,1125,0,0,0,0,30,2,0,98,10,10,10,10,10,10,1,0,1,1.12
2,2,5,3,3,125,2,14,2,2,14,14,2,14,29,59,89,89,13,1,0,98,10,10,10,10,10,9,1,1,0,0.49
1,1,2,1,1,35,1,7,1,1,7,7,1,7,30,60,90,180,1,0,0,,,,,,,,1,0,1,0.04
1,1,2,1,1,60,2,5,2,2,5,5,2,5,29,29,29,29,2,0,0,100,10,10,10,10,10,10,1,0,1,0.08
69,69,8,4,6,385,2,1125,2,7,1125,1125,3,1125,26,56,82,340,18,5,0,99,10,10,10,10,10,9,54,54,0,0.73
1,1,4,2,3,91,2,1124,2,4,1124,1124,2.1,1124,23,53,83,203,39,18,1,96,10,10,9,10,10,10,1,1,0,1.47
1,1,4,2,3,59,2,90,2,3,90,90,2.4,90,29,59,86,97,79,20,0,96,10,10,10,10,10,10,1,1,0,3.01
1,1,2,1,1,50,1,7,1,1,7,7,1,7,29,59,87,351,11,3,0,100,10,10,10,10,10,10,1,0,1,0.61
1,1,2,1,1,50,2,21,2,2,21,21,2,21,0,0,0,0,9,1,0,100,10,10,10,10,10,10,1,0,1,0.34
1,1,3,2,2,60,2,30,2,2,1125,1125,2,1125,0,0,0,19,62,1,0,91,9,9,10,10,9,9,1,1,0,2.32
69,69,2,1,1,139,2,1125,2,7,1125,1125,2.9,1125,0,16,46,321,0,0,0,,,,,,,,54,54,0,
39,39,4,2,3,138,2,21,2,2,21,21,2,21,25,52,82,335,42,10,0,94,10,10,10,10,10,9,34,34,0,1.58
2,2,4,1,3,34,1,1125,1,1,1125,1125,1,1125,29,59,79,351,32,6,0,96,10,10,10,10,10,9,2,0,2,1.2
