,host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,latitude,longitude
3241,3,3,2,1,1,165,1,30,1,2,30,30,1.3,30,28,54,84,174,37,6,0,98,10,10,10,10,10,9,3,3,0,1.23,55.95243,-3.21826
3550,1,1,4,2,3,165,4,31,4,4,1125,1125,4,1125,4,4,12,12,8,0,0,100,10,10,10,10,10,10,1,1,0,0.3,55.96129,-3.19255
3786,1,1,4,2,3,165,2,14,2,2,14,14,2,14,0,0,0,0,9,4,0,100,10,10,10,10,10,10,1,1,0,0.5,55.96729,-3.20906
4577,5,5,6,2,5,165,4,60,3,4,60,60,3.9,60,0,1,20,20,1,0,0,100,10,10,10,10,10,10,4,4,0,0.07,55.963,-3.1702
6144,201,201,4,2,2,165,2,365,1,5,999,999,3.5,999,0,0,0,0,1,1,0,100,8,10,8,10,10,10,113,105,8,0.57,55.94966,-3.18426
3,1,1,6,3,2,164,1,28,1,7,28,28,2.5,28,24,46,76,320,31,3,2,93,9,9,9,9,10,9,1,1,0,0.31,55.94217,-3.20863
54,4,4,6,3,4,164,3,270,3,3,270,270,3,270,27,57,84,359,84,3,0,93,10,9,9,9,10,9,2,2,0,0.84,55.94928,-3.22156
94,4,4,6,3,3,164,3,330,3,3,330,330,3,330,1,1,1,1,73,1,0,93,9,9,9,9,10,9,2,2,0,0.73,55.95921,-3.20368
243,1,1,6,3,5,164,2,14,2,2,1125,1125,2,1125,27,55,73,73,61,5,0,99,10,10,10,10,10,10,1,1,0,0.78,55.96144,-3.18515
995,2,2,5,3,3,164,5,28,5,5,28,28,5,28,30,60,90,130,20,0,0,97,10,10,9,9,9,10,1,1,0,0.32,55.9698,-3.20714
1907,4,4,6,3,3,164,14,30,14,14,30,30,14,30,0,0,0,91,1,0,0,80,10,10,10,10,10,8,1,1,0,0.07,55.9372,-3.17869
3093,8,8,8,3,3,164,2,30,2,2,1125,1125,2,1125,0,0,0,0,143,37,2,97,10,10,10,10,10,9,3,3,0,4.57,55.95214,-3.20083
3329,2,2,3,2,2,164,2,1125,2,3,1125,1125,2.3,1125,0,0,12,12,15,0,0,91,9,10,9,10,9,9,1,1,0,0.52,55.97077,-3.16833
6353,1,1,4,2,2,164,2,28,1,2,28,28,1.4,28,16,43,73,73,3,3,1,87,7,7,9,10,9,8,1,1,0,1.88,55.91254,-3.29504
1037,69,69,4,2,2,163,2,1125,2,7,1125,1125,2.9,1125,27,57,87,354,14,3,0,96,10,9,10,10,10,10,54,54,0,0.23,55.94613,-3.20113
2150,34,34,7,4,5,163,3,30,3,3,30,30,3,30,0,0,0,0,31,8,0,97,10,9,10,10,10,9,28,28,0,0.74,55.97476,-3.19184
4484,69,69,4,2,3,163,2,1125,2,7,1125,1125,2.9,1125,0,9,39,310,1,1,1,100,10,8,10,10,10,10,54,54,0,1,55.9513,-3.21324
6263,3,3,6,3,4,163,1,28,1,4,2,28,2.2,24,28,58,88,359,2,2,0,70,10,7,10,10,10,8,3,3,0,0.91,55.95173,-3.17766
1767,2,2,4,2,2,162.57,3,31,3,3,1125,1125,3,1125,29,59,89,364,18,0,0,92,9,9,10,10,10,9,2,2,0,0.36,55.96092,-3.1854
2062,2,2,4,2,2,162,2,1125,2,2,1125,1125,2,1125,2,18,37,209,104,7,0,99,10,9,10,10,10,9,1,1,0,2.32,55.95562,-3.11501
340,15,15,6,2,3,161,1,60,1,3,60,60,1.6,60,0,0,0,84,6,0,0,80,9,7,9,9,9,9,6,2,4,0.08,55.95572,-3.17098
3309,1,1,9,3,9,161,2,60,2,4,60,60,2.1,60,14,42,72,283,134,24,0,96,10,9,10,10,10,9,1,1,0,4.48,55.95204,-3.17829
5058,24,24,3,1,1,161,1,90,1,2,28,999,1.3,994.5,28,49,75,315,2,1,0,70,7,7,8,8,9,8,9,4,0,0.13,55.94582,-3.20023
5669,0,0,6,2,1,161,2,1125,2,2,1125,1125,2,1125,30,56,86,355,0,0,0,0,0,0,0,0,0,0,10,10,0,0,55.9482,-3.18613
6156,10,10,4,2,2,161,3,182,3,3,182,182,3,182,20,31,31,31,0,0,0,0,0,0,0,0,0,0,9,9,0,0,55.95783,-3.19259
6158,10,10,4,2,2,161,4,200,4,10,200,200,9.2,200,27,53,72,313,0,0,0,0,0,0,0,0,0,0,9,9,0,0,55.95821,-3.19857
97,1,1,6,3,3,160,2,30,2,2,30,30,2,30,0,0,0,0,39,0,0,99,10,10,10,10,10,10,1,1,0,0.39,55.95322,-3.16779
526,1,1,6,3,0,160,4,1125,4,4,1125,1125,4,1125,0,0,0,204,11,0,0,98,10,10,10,10,10,10,1,1,0,0.15,55.93998,-3.20463
774,2,2,5,2,3,160,2,1125,2,2,1125,1125,2,1125,3,3,19,109,4,1,0,95,10,10,10,10,9,9,2,2,0,0.08,55.96319,-3.17952
899,1,1,4,2,2,160,2,1124,2,2,1124,1124,2,1124,0,0,0,0,21,1,0,96,10,10,10,10,10,10,1,1,0,0.33,55.93869,-3.2184
974,1,1,6,3,3,160,3,1125,3,3,1125,1125,3,1125,0,0,0,90,18,2,0,98,10,9,10,10,10,9,1,1,0,0.29,55.93311,-3.17826
1173,12,12,6,3,2,160,2,1125,2,7,1125,1125,2.1,1125,22,50,75,293,56,0,0,88,9,9,10,9,10,9,10,10,0,0.93,55.95082,-3.18389
1720,1,1,4,2,3,160,2,31,2,2,1125,1125,2,1125,30,52,77,333,86,11,0,99,10,10,10,10,10,10,1,1,0,1.68,55.95861,-3.17939
1848,1,1,6,3,3,160,3,14,3,3,14,14,3,14,0,0,0,18,3,0,0,100,10,10,10,10,10,10,1,1,0,0.06,55.94448,-3.2028
2526,1,1,6,2,4,160,5,12,5,5,12,12,5,12,0,0,10,190,4,1,0,100,10,10,10,10,10,10,1,1,0,0.12,55.97067,-3.20984
2809,1,1,4,2,3,160,2,30,2,3,1125,1125,2.1,1125,27,57,87,355,71,4,0,98,10,10,10,10,10,10,1,1,0,1.94,55.94708,-3.19746
2933,1,1,11,5,6,160,2,365,2,2,1125,1125,2,1125,29,59,89,180,97,14,0,95,10,9,10,10,10,9,1,1,0,2.82,55.93886,-3.20309
3521,1,1,2,1,2,160,1,1125,1,1,1125,1125,1,1125,29,59,89,179,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.92492,-3.22433
3560,2,2,5,2,5,160,2,100,2,2,100,100,2,100,30,60,90,180,10,0,0,96,10,10,10,10,9,10,2,2,0,0.35,55.96541,-3.19437
3642,1,1,4,2,2,160,4,1125,4,4,1125,1125,4,1125,27,57,87,177,5,0,0,90,10,9,10,10,10,9,1,1,0,0.19,55.92893,-3.20466
4178,2,2,4,2,3,160,2,1125,2,2,1125,1125,2,1125,0,0,0,0,35,8,0,100,10,10,10,10,10,10,2,2,0,1.59,55.9479,-3.19123
4280,1,1,4,2,2,160,3,1125,3,3,1125,1125,3,1125,0,0,0,0,3,1,0,100,10,9,10,9,10,9,1,1,0,0.17,55.93915,-3.19216
4295,2,2,2,1,1,160,2,3,2,2,3,3,2,3,29,59,89,89,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.95743,-3.19
4307,2,2,2,1,1,160,2,1125,2,2,1125,1125,2,1125,16,46,76,76,3,0,0,100,10,10,10,10,10,9,2,0,2,0.14,55.94123,-3.20917
4308,2,2,2,1,1,160,1,2,1,1,2,2,1,2,0,0,0,0,1,0,0,100,10,10,10,10,10,10,2,0,2,0.05,55.94124,-3.20939
4840,12,12,6,4,4,160,250,1125,250,250,1125,1125,250,1125,30,60,90,252,1,0,0,100,10,10,10,10,8,8,11,8,3,0.06,55.93746,-3.24354
4910,3,3,4,2,2,160,2,90,2,2,90,90,2,90,0,0,0,0,6,0,0,100,10,10,10,10,10,10,3,1,2,0.37,55.96497,-3.19099
4932,0,0,4,2,2,160,2,21,2,2,21,21,2,21,29,59,89,89,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.95986,-3.16133
5083,5,5,6,2,3,160,4,1125,4,4,1125,1125,4,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94288,-3.22395
5403,1,1,4,2,2,160,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.91831,-3.16035
6311,0,0,8,4,4,160,3,28,3,3,28,28,3,28,0,0,0,24,5,5,0,100,10,10,10,10,10,10,1,1,0,2.05,55.93742,-3.19499
401,1,1,4,2,2,159,3,90,3,5,1125,1125,4.6,1125,22,52,70,324,9,3,0,100,10,10,10,10,10,10,1,1,0,0.14,55.93764,-3.19404
515,69,69,6,2,3,159,2,1125,2,7,1125,1125,2.9,1125,2,27,44,316,3,1,1,93,9,10,10,10,10,9,54,54,0,0.1,55.94739,-3.22248
688,69,69,4,2,3,159,3,1125,3,7,1125,1125,3.5,1125,28,58,88,345,2,0,0,100,10,10,10,10,9,8,54,54,0,0.05,55.97985,-3.16978
1138,1,1,13,5,9,159,2,1125,2,2,1125,1125,2,1125,27,56,84,325,178,15,0,94,10,9,10,9,10,9,1,1,0,2.91,55.94986,-3.19432
2326,69,69,4,2,2,159,2,1125,2,7,1125,1125,3.2,1125,27,52,52,52,17,3,0,98,10,10,10,10,10,10,54,54,0,0.5,55.95209,-3.1775
2972,2,2,6,3,3,159,2,60,2,2,1125,1125,2,1125,0,0,0,0,33,4,0,99,10,10,10,10,10,10,2,2,0,0.99,55.95939,-3.224
3149,36,36,6,3,3,159,1,28,1,7,28,28,1.9,28,28,58,88,363,14,0,0,94,9,10,10,10,10,9,14,14,0,0.47,55.95863,-3.19044
3435,201,201,8,4,4,159,4,1124,4,7,999,999,6.2,999,22,49,72,240,90,13,0,96,10,9,9,10,10,10,113,105,8,3.07,55.95562,-3.2013
3613,69,69,6,2,2,159,2,1125,2,7,1125,1125,2.9,1125,29,59,83,356,2,1,0,90,10,10,10,9,9,10,54,54,0,0.07,55.94655,-3.22233
3873,2,2,4,2,2,159,1,1125,1,1,1125,1125,1,1125,0,0,0,0,24,4,0,100,10,10,9,9,10,10,1,1,0,0.9,55.95674,-3.18725
5509,35,35,5,2,4,159,1,28,1,8,3,1125,1.5,851.9,30,60,90,102,9,7,1,100,10,10,10,10,10,10,10,10,0,0.67,55.94995,-3.18754
5925,1,1,4,2,2,159,3,1125,3,3,1125,1125,3,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.89917,-3.36073
5537,0,0,4,2,2,158.57,3,1125,3,3,1125,1125,3,1125,0,0,0,0,2,2,0,100,10,10,10,10,10,10,1,0,1,0.92,55.93669,-3.17236
1282,11,11,6,3,3,158,1,1125,1,2,99,999,1.9,978.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,55.95123,-3.20444
3085,34,34,9,4,6,158,2,90,2,2,90,90,2,90,0,0,16,105,13,0,0,95,9,9,9,10,10,9,28,28,0,0.46,55.9582,-3.19032
527,1,1,2,1,1,157,1,200,1,1,200,200,1,200,1,1,1,1,67,5,0,98,10,10,10,10,10,9,1,1,0,0.89,55.93701,-3.37636
592,39,39,6,3,0,157,2,28,2,2,28,28,2,28,0,0,6,188,40,10,0,93,10,9,10,10,10,9,34,34,0,0.55,55.9586,-3.18689
666,1,1,7,2,4,157,2,30,2,2,30,30,2,30,30,60,90,365,136,1,0,90,9,8,9,9,10,9,1,1,0,1.93,55.95053,-3.1882
753,1,1,4,2,2,157,3,28,3,3,28,28,3,28,23,44,67,268,283,26,2,99,10,10,10,10,10,10,1,1,0,4.28,55.95,-3.19361
828,1,1,4,2,2,157,2,30,2,2,1125,1125,2,1125,27,49,49,156,129,12,1,98,10,10,10,10,10,9,1,1,0,2.03,55.95838721,-3.192282369
1154,2,2,5,2,2,157,2,30,2,2,1125,1125,2,1125,21,41,64,298,140,17,0,100,10,10,10,10,10,10,1,1,0,2.29,55.94871,-3.2173
1929,5,5,5,2,3,157,2,30,2,2,30,30,2,30,29,59,89,89,5,1,0,96,10,10,10,10,8,9,4,1,3,0.11,55.95542,-3.15737
2476,39,39,6,2,3,157,2,21,2,2,21,21,2,21,28,58,88,327,27,11,0,99,10,10,10,10,10,10,34,34,0,0.76,55.96079,-3.18378
3822,1,1,6,3,4,157,3,30,3,3,1125,1125,3,1125,1,1,1,1,13,1,0,97,10,9,10,10,10,10,1,1,0,0.49,55.93549,-3.19503
4921,4,4,4,2,2,157,1,1125,1,2,25,1125,2,30.1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,55.95219,-3.20526
5015,13,13,2,1,1,157,1,1125,1,2,1125,1125,1.1,1125,0,0,17,220,0,0,0,0,0,0,0,0,0,0,13,0,3,0,55.95237,-3.18717
5846,11,11,6,3,3,157,2,30,2,3,7,1125,2,1109.6,29,59,72,72,18,18,2,99,10,10,10,10,10,10,11,11,0,1.79,55.96438,-3.20352
5881,4,4,2,1,1,157,1,1125,1,3,1125,1125,1.1,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,55.94888,-3.18703
5882,4,4,2,1,1,157,1,1125,1,3,1125,1125,1.1,1125,19,44,74,290,0,0,0,0,0,0,0,0,0,0,4,0,4,0,55.94901,-3.18785
2937,1,1,6,3,3,156,2,30,2,2,1125,1125,2,1125,0,0,0,0,159,22,0,99,10,10,10,10,10,10,1,1,0,4.63,55.95433,-3.19816
4462,1,1,7,3,4,156,1,1125,1,1,1125,1125,1,1125,25,50,70,70,96,55,3,99,10,10,10,10,10,10,1,1,0,5.81,55.95866,-3.18348
4946,1,1,7,2,3,156,1,1125,1,1,1125,1125,1,1125,30,60,90,90,4,2,0,90,10,9,10,8,9,9,1,1,0,0.31,55.94345,-3.2119
5157,1,1,4,2,2,156,3,1125,3,3,1125,1125,3,1125,0,0,0,0,19,10,0,98,10,10,10,10,9,10,1,1,0,1.28,55.97841,-3.18125
733,9,9,4,2,3,155,2,1125,2,5,1125,1125,2.4,1125,21,47,73,305,189,22,0,98,10,10,10,10,10,10,4,4,0,3.12,55.95356,-3.20408
862,2,2,2,1,1,155,4,30,4,4,1125,1125,4,1125,17,23,42,268,13,0,0,100,10,10,10,10,10,10,2,2,0,0.23,55.95884,-3.18793
1111,1,1,4,2,0,155,3,1125,3,3,1125,1125,3,1125,0,0,21,296,3,0,0,70,7,5,9,7,8,7,1,1,0,0.06,55.96556,-3.16302
5275,1,1,4,2,3,155,3,60,3,3,60,60,3,60,27,57,70,70,2,2,0,100,10,10,10,10,10,10,2,2,0,0.24,55.95815,-3.20506
5513,4,4,4,2,2,155,3,1125,3,3,1125,1125,3,1125,0,0,0,0,3,2,0,100,10,10,10,10,10,10,3,2,1,0.24,55.94384,-3.21813
5702,0,0,6,3,4,155,2,30,2,4,1125,1125,2.1,1125,29,59,78,313,8,8,0,98,10,10,10,10,10,10,1,1,0,0.74,55.97625,-3.16958
654,25,25,6,3,5,154,2,1125,2,2,1125,1125,2,1125,28,58,84,341,41,3,1,99,10,10,10,10,10,10,25,25,0,0.78,55.95886,-3.19569
4554,54,54,3,1,0,154,2,1125,2,4,1125,1125,2.1,1125,1,2,10,10,0,0,0,0,0,0,0,0,0,0,22,19,2,0,55.95808,-3.16707
5540,2,2,5,3,3,154,2,365,1,4,365,365,3.1,365,0,0,0,0,5,5,0,100,10,10,10,10,10,9,1,1,0,0.41,55.95747,-3.19133
136,5,5,6,2,5,153,2,1125,2,4,1125,1125,2.1,1125,0,0,0,172,19,1,0,83,9,9,9,9,9,9,5,5,0,0.21,55.94348,-3.22005
1307,2,2,6,3,5,153,2,1124,2,4,1125,1125,2.6,1125,18,48,75,350,145,12,1,96,10,10,10,10,10,10,1,1,0,2.79,55.95405,-3.20492
2141,1,1,6,3,3,153,2,1125,2,2,1125,1125,2,1125,24,32,32,32,95,19,2,100,10,10,10,10,10,10,1,1,0,2.24,55.95884,-3.20609
4559,3,3,4,2,2,153,1,1125,1,3,999,1125,1.1,1000.2,22,42,66,285,9,9,3,98,10,10,10,10,10,10,3,3,0,1.21,55.94848,-3.19218
4962,2,2,2,1,1,153,1,1125,1,1,1125,1125,1,1125,29,59,88,362,1,1,0,80,8,10,6,10,10,10,2,0,2,0.09,55.90373,-3.37042
5334,1,1,6,3,3,153,1,1125,1,1,1125,1125,1,1125,22,38,62,282,90,60,5,99,10,10,10,10,10,10,2,2,0,6.09,55.95432,-3.18609
6110,2,2,6,3,3,153,2,40,2,2,1125,1125,2,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,3,3,0,0,55.9475,-3.19675
1741,1,1,2,1,1,152.86,2,14,2,2,14,14,2,14,25,55,85,345,107,10,0,100,10,10,10,10,10,10,1,1,0,2.1,55.95589,-3.20036
4456,7,7,2,1,1,152.8,1,1125,1,1,1125,1125,1,1125,30,60,87,353,0,0,0,0,0,0,0,0,0,0,6,0,0,0,55.94982,-3.21689
24,5,5,6,2,5,152,2,365,2,4,365,365,2.1,365,0,0,0,166,29,3,0,90,9,10,9,10,9,9,5,5,0,0.28,55.94352,-3.21999
3142,4,4,6,2,3,152,1,365,1,7,1125,1125,1.7,1125,27,57,87,262,83,15,0,99,10,10,10,10,10,10,1,1,0,2.66,55.97932,-3.18177
3793,201,201,4,2,2,152,2,1124,1,5,999,999,3.5,999,0,0,0,0,55,18,0,94,10,9,9,9,10,9,113,105,8,2.04,55.95234,-3.21157
4620,1,1,6,3,4,152,2,1125,2,3,1125,1125,2.3,1125,30,44,69,83,61,29,2,96,10,9,10,10,10,9,1,1,0,3.4,55.96128,-3.18415
4886,1,1,4,2,2,152,2,30,2,2,30,30,2,30,30,60,90,365,29,13,0,96,10,10,10,10,10,9,1,1,0,1.86,55.95936,-3.2033
5055,24,24,2,0,1,152,1,90,1,2,28,999,1.3,994.5,23,42,71,322,0,0,0,0,0,0,0,0,0,0,9,4,0,0,55.94644,-3.20079
5206,1,1,4,2,3,152,1,30,1,1,1125,1125,1,1125,5,5,5,64,9,3,0,100,10,10,10,10,10,10,1,1,0,0.6,55.94375,-3.25382
222,5,5,4,2,3,151,2,1125,2,2,1125,1125,2,1125,29,56,86,340,242,18,0,95,10,9,10,10,10,9,1,1,0,2.76,55.95164,-3.17568
4413,2,2,4,2,2,151,2,30,2,7,1125,1125,3,1125,23,53,83,340,10,3,0,100,10,10,9,10,10,9,1,1,0,0.53,55.94724,-3.20336
4732,1,1,2,1,1,151,2,7,2,2,7,7,2,7,0,0,0,0,5,0,0,92,10,10,10,10,8,9,1,0,1,0.29,55.903,-3.14665
5615,1,1,5,3,3,151,2,28,2,3,28,28,2.7,28,22,52,82,342,17,17,0,96,10,10,10,10,10,10,1,1,0,1.66,55.95083,-3.18885
5939,2,2,4,2,2,151,2,1125,2,2,1125,1125,2,1125,30,60,87,360,0,0,0,0,0,0,0,0,0,0,2,2,0,0,55.95617,-3.17679
6289,2,2,3,2,2,151,1,1125,1,1,1125,1125,1,1125,13,43,73,348,1,1,1,100,10,8,10,10,10,10,3,1,2,1,55.96686,-3.15241
49,1,1,3,2,3,150,2,7,2,2,7,7,2,7,0,0,21,296,2,0,0,100,10,10,10,10,10,10,1,1,0,0.02,55.9584,-3.17908
225,3,3,2,1,1,150,1,1125,1,1,1125,1125,1,1125,1,1,1,1,11,1,0,100,10,10,10,10,10,10,2,0,2,0.12,55.95674,-3.20047
298,2,2,7,3,3,150,2,1125,2,5,1125,1125,2.2,1125,30,60,90,356,129,13,1,100,10,10,10,10,10,10,2,2,0,1.54,55.96106,-3.18785
440,1,1,11,4,7,150,2,30,2,2,30,30,2,30,28,55,80,336,273,23,0,97,10,9,10,10,9,10,1,1,0,3.57,55.97341,-3.17558
531,7,7,6,2,6,150,3,14,2,4,1125,1125,3,1125,0,0,0,0,130,9,0,98,10,10,10,10,10,10,7,7,0,1.72,55.94981,-3.19523
581,1,1,3,2,2,150,2,1125,2,2,1125,1125,2,1125,0,0,0,32,68,1,0,96,10,10,10,10,10,9,1,1,0,0.92,55.94632,-3.20008
722,1,1,5,2,2,150,4,360,4,4,1125,1125,4,1125,0,24,47,214,18,2,0,98,10,10,10,10,10,10,1,1,0,0.28,55.97332,-3.16815
740,1,1,7,3,4,150,2,30,2,2,30,30,2,30,0,16,46,61,316,21,0,94,10,9,10,10,10,10,1,1,0,5.23,55.94794,-3.18493
760,1,1,4,1,2,150,3,7,3,3,7,7,3,7,30,60,90,90,14,0,0,98,9,10,10,10,10,10,1,1,0,0.22,55.936,-3.17438
843,1,1,6,4,4,150,2,1125,2,2,1125,1125,2,1125,4,6,20,28,36,4,0,99,10,10,10,10,10,10,1,1,0,0.56,55.94446,-3.226
850,1,1,4,2,2,150,4,30,4,4,30,30,4,30,23,53,83,83,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.973,-3.16469
888,1,1,3,1,2,150,2,1125,2,2,1125,1125,2,1125,1,1,1,1,1,0,0,100,10,10,8,10,8,10,1,0,1,0.02,55.92969,-3.23163
912,1,1,4,2,2,150,1,14,1,1,14,14,1,14,0,0,0,0,34,6,0,97,10,10,10,10,10,10,1,1,0,0.54,55.95031,-3.18224
936,2,2,4,2,2,150,2,1125,2,3,1125,1125,2.7,1125,1,1,1,1,58,1,0,97,10,10,10,10,10,10,2,2,0,0.9,55.94976,-3.18297
965,1,1,4,2,3,150,2,60,2,2,1125,1125,2,1125,0,0,20,295,62,0,0,96,10,10,10,10,10,9,1,1,0,0.97,55.95762,-3.22134
1142,1,1,4,2,2,150,7,1125,7,7,1125,1125,7,1125,0,0,14,14,104,9,0,95,10,9,10,10,10,9,1,1,0,1.72,55.9523,-3.20481
1236,4,4,6,2,3,150,2,90,2,2,90,90,2,90,0,0,0,62,78,1,0,96,10,10,10,10,10,9,3,3,0,1.33,55.94129,-3.20541
1373,6,6,4,2,2,150,2,1125,2,2,1125,1125,2,1125,0,0,0,263,2,0,0,60,10,8,10,10,8,6,4,4,0,0.04,55.95958,-3.18579
1387,12,12,6,4,5,150,90,1125,90,90,1125,1125,90,1125,30,60,90,365,4,0,0,95,10,9,9,10,9,9,11,8,3,0.08,55.93807,-3.24107
1408,2,2,7,4,4,150,20,1125,20,20,1125,1125,20,1125,1,1,1,1,19,0,0,98,10,10,10,10,10,10,2,1,1,0.38,55.94184,-3.18097
1476,1,1,8,5,5,150,7,31,7,7,31,31,7,31,0,0,21,296,2,0,0,100,10,10,10,10,10,10,1,1,0,0.05,55.94563,-3.21668
1643,2,2,6,2,4,150,2,60,2,2,1125,1125,2,1125,1,31,52,295,277,44,0,98,10,9,10,10,10,10,2,2,0,5.36,55.95174,-3.17677
1652,1,1,2,1,1,150,3,7,3,3,7,7,3,7,27,57,87,87,5,0,0,92,10,10,10,10,9,9,1,1,0,0.1,55.93819,-3.22662
1716,2,2,4,2,2,150,3,30,3,3,30,30,3,30,0,0,0,0,8,0,0,100,10,10,10,10,10,10,1,1,0,0.16,55.96021,-3.18379
1755,1,1,2,1,1,150,1,30,1,1,30,30,1,30,29,59,89,364,1,0,0,100,10,10,10,10,10,10,1,0,1,0.02,55.93311,-3.11852
1780,1,1,4,2,2,150,7,30,5,7,30,30,6.4,30,30,60,90,90,1,0,0,100,10,10,10,10,10,10,1,1,0,0.02,55.9737,-3.17276
1845,1,1,6,2,0,150,4,1125,4,4,1125,1125,4,1125,29,59,89,364,1,0,0,100,10,6,10,10,10,10,1,1,0,0.02,55.92999,-3.24069
1977,3,3,3,1,1,150,1,1125,1,1,1125,1125,1,1125,29,59,89,179,2,1,0,100,10,10,10,10,9,9,1,0,1,0.04,55.97482,-3.16247
1978,3,3,2,1,1,150,4,1125,4,4,1125,1125,4,1125,0,0,0,0,3,1,0,93,10,10,9,9,9,9,1,1,0,0.06,55.95542,-3.21556
2031,2,2,2,1,1,150,2,1125,2,2,1125,1125,2,1125,7,7,7,243,4,1,0,100,10,10,10,10,10,10,1,1,0,0.16,55.95566,-3.16301
2079,1,1,6,3,4,150,2,21,2,2,21,21,2,21,12,40,55,320,41,5,0,99,10,10,10,10,10,10,1,1,0,0.97,55.91367,-3.22806
2103,1,1,6,3,4,150,28,365,28,28,365,365,28,365,0,0,0,0,9,0,0,100,10,10,10,10,10,10,1,1,0,0.21,55.94936,-3.22085
2154,2,2,8,4,4,150,3,60,3,3,60,60,3,60,0,0,0,0,36,1,0,98,10,10,10,10,10,9,1,1,0,0.9,55.95958,-3.19437
2516,0,0,2,1,1,150,7,10,7,7,10,10,7,10,28,58,88,88,7,0,0,100,10,10,10,10,10,10,1,1,0,0.18,55.94434,-3.22422
2661,1,1,5,2,4,150,2,1125,2,2,1125,1125,2,1125,0,0,0,80,31,5,0,99,10,10,10,10,10,10,1,1,0,0.79,55.92263,-3.22137
2701,2,2,2,1,1,150,2,1125,2,2,1125,1125,2,1125,30,60,90,90,0,0,0,0,0,0,0,0,0,0,2,0,2,0,55.94937,-3.22488
2709,2,2,3,1,2,150,2,1125,2,2,1125,1125,2,1125,30,60,90,90,0,0,0,0,0,0,0,0,0,0,2,0,2,0,55.9488,-3.22378
2737,1,1,4,2,2,150,1,1125,1,1,1125,1125,1,1125,1,1,1,1,28,0,0,100,10,10,10,10,9,10,1,1,0,0.72,55.96351,-3.16282
2846,1,1,4,2,2,150,2,14,2,2,14,14,2,14,29,59,89,179,2,0,0,100,10,10,10,10,10,10,2,2,0,0.06,55.93165,-3.15927
2889,2,2,4,2,2,150,7,14,7,7,14,14,7,14,0,0,19,294,3,1,0,100,10,10,10,10,10,9,1,1,0,0.09,55.9689,-3.20699
2928,12,12,5,2,3,150,2,1125,2,7,1125,1125,2.2,1125,0,0,0,0,11,0,0,94,10,9,9,9,10,9,10,10,0,0.31,55.94704,-3.19147
2940,1,1,4,2,2,150,5,90,5,5,1125,1125,5,1125,0,0,0,0,33,3,0,99,10,10,10,10,10,10,1,1,0,1.13,55.95341,-3.19138
3016,1,1,6,4,4,150,4,1125,4,4,1125,1125,4,1125,1,1,1,1,2,1,0,100,10,10,10,10,10,10,1,1,0,0.09,55.97736,-3.21936
3061,2,2,7,4,4,150,2,365,2,2,1125,1125,2,1125,29,53,53,93,31,19,0,97,10,10,9,10,10,9,2,2,0,1.41,55.95902,-3.18294
3097,2,2,7,5,5,150,14,21,7,7,1125,1125,7,1125,0,0,0,92,3,0,0,100,10,9,10,10,10,10,2,1,1,0.11,55.93761,-3.22344
3116,0,0,6,3,4,150,7,1125,7,7,1125,1125,7,1125,0,0,0,145,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.96078,-3.31726
3162,1,1,5,2,2,150,2,7,2,2,7,7,2,7,30,41,69,190,5,1,0,93,10,9,10,9,10,9,1,1,0,0.16,55.94715,-3.22226
3237,2,2,2,1,1,150,4,30,4,4,1125,1125,4,1125,0,6,24,251,9,4,0,100,10,10,10,10,10,10,2,2,0,0.34,55.95917,-3.18387
3440,1,1,7,3,5,150,2,14,2,2,1125,1125,2,1125,30,60,90,324,40,11,0,100,10,10,10,10,10,10,1,1,0,1.51,55.92326,-3.2477
3512,2,2,6,2,2,150,4,1125,4,4,1125,1125,4,1125,11,22,23,30,17,3,1,100,10,10,10,10,9,10,2,2,0,0.73,55.90802,-3.20159
3653,2,2,2,1,1,150,7,1125,7,7,1125,1125,7,1125,29,59,89,364,0,0,0,0,0,0,0,0,0,0,2,2,0,0,55.93911,-3.18948
