,host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,latitude,longitude
3707,2,2,2,1,1,150,4,1125,4,4,1125,1125,4,1125,0,0,0,49,12,0,0,96,10,9,10,10,10,9,2,2,0,0.44,55.95909,-3.16948
3768,1,1,4,2,2,150,1,28,1,1,28,28,1,28,0,0,19,19,9,0,0,75,9,8,10,9,9,7,1,1,0,0.33,55.93259,-3.16369
3834,2,2,4,1,2,150,3,30,2,3,30,30,2.7,30,0,0,17,292,10,5,0,98,10,10,10,10,10,10,1,1,0,0.53,55.94014,-3.17768
4228,1,1,6,3,3,150,2,90,2,2,90,90,2,90,0,0,19,19,18,7,0,100,10,10,10,10,10,10,1,1,0,0.83,55.94009,-3.20708
4343,4,4,9,3,5,150,1,1125,1,1,1125,1125,1,1125,30,60,90,363,22,0,0,83,9,9,9,9,9,8,4,4,0,1.03,55.9782,-3.16773
4400,1,1,4,2,2,150,2,7,2,2,7,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94526,-3.24622
4483,1,1,1,1,1,150,1,14,1,1,14,14,1,14,29,59,89,179,24,0,0,96,10,10,10,10,10,10,1,0,1,1.39,55.95996,-3.16719
4615,1,1,4,2,2,150,3,30,3,3,30,30,3,30,28,58,88,363,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.90536,-3.28421
4719,0,0,6,3,3,150,2,1125,2,2,1125,1125,2,1125,0,0,0,19,2,0,0,90,9,9,10,10,9,8,1,1,0,0.13,55.97016,-3.16885
4727,3,3,4,2,2,150,3,1125,3,3,1125,1125,3,1125,30,60,85,85,10,3,0,96,10,9,10,10,10,9,1,1,0,0.55,55.95929,-3.21614
4755,2,2,2,1,4,150,3,1125,3,3,1125,1125,3,1125,27,57,87,87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.9656,-3.16193
4952,1,1,4,1,2,150,2,1125,2,2,1125,1125,2,1125,0,0,0,80,48,22,0,97,10,10,10,10,9,10,1,1,0,2.95,55.96049,-3.19954
4954,34,34,6,3,4,150,1,21,1,1,21,21,1,21,0,0,0,3,15,0,0,89,9,9,9,9,10,9,28,28,0,0.92,55.95127,-3.24276
5004,1,1,3,2,2,150,4,1125,4,4,1125,1125,4,1125,27,57,87,87,1,0,0,60,6,2,10,10,10,4,1,1,0,0.07,55.94609,-3.1839
5159,2,2,2,1,1,150,1,1125,1,1,1125,1125,1,1125,30,60,90,180,3,0,0,93,9,8,10,10,10,9,2,0,2,0.2,55.94408,-3.19365
5213,0,0,4,2,2,150,5,8,5,5,8,8,5,8,30,60,90,90,1,1,0,0,0,0,0,0,0,0,1,1,0,0.1,55.96613,-3.1634
5234,1,1,4,2,2,150,2,28,2,2,1125,1125,2,1125,30,60,87,345,19,13,0,100,10,10,10,10,10,10,1,1,0,1.28,55.95064,-3.21536
5350,6,6,6,1,1,150,1,1125,1,2,1125,1125,1.1,1125,0,0,21,248,0,0,0,0,0,0,0,0,0,0,6,0,6,0,55.948,-3.18855
5479,2,2,2,1,1,150,1,1125,1,1,1125,1125,1,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,55.94274,-3.19227
5616,0,0,6,2,3,150,3,1125,3,3,1125,1125,3,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.95585,-3.22436
5618,0,0,4,2,2,150,2,14,2,2,14,14,2,14,12,24,42,317,3,3,0,100,10,10,10,10,10,9,1,1,0,0.25,55.92629,-3.20363
5654,0,0,6,2,1,150,1,1125,1,1,1125,1125,1,1125,30,56,86,355,0,0,0,0,0,0,0,0,0,0,10,10,0,0,55.94836,-3.18722
5762,4,4,4,2,2,150,2,30,2,4,1125,1125,2.1,1125,22,42,72,322,14,14,0,100,10,10,10,10,10,10,3,3,0,1.26,55.95633,-3.19164
5770,1,1,4,2,2,150,3,1125,3,3,1125,1125,3,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.93791,-3.1993
5797,1,1,5,2,1,150,3,1125,3,3,1125,1125,3,1125,27,57,87,87,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.9741,-3.17626
5802,0,0,3,1,1,150,3,1125,3,3,1125,1125,3,1125,30,60,90,180,1,1,0,100,10,10,10,10,10,10,1,1,0,0.1,55.96633,-3.17018
5874,2,2,4,2,3,150,1,1125,1,1,1125,1125,1,1125,0,0,0,0,6,6,0,100,10,10,10,10,10,10,2,2,0,0.6,55.95961,-3.21466
6053,4,4,8,2,0,150,1,1125,1,1,1125,1125,1,1125,0,0,0,263,0,0,0,0,0,0,0,0,0,0,4,4,0,0,55.96781,-3.18465
6066,9,9,2,1,1,150,1,28,1,1,1,28,1,27,30,57,83,214,1,1,0,80,8,10,8,8,8,8,9,0,9,0.39,55.93201,-3.1727
6130,0,0,5,2,4,150,7,50,7,7,50,50,7,50,30,38,38,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.95715,-3.18277
6135,1,1,5,2,4,150,14,50,14,14,50,50,14,50,30,40,59,59,1,1,0,100,10,8,10,10,10,10,1,1,0,0.14,55.96209,-3.18097
6147,0,0,8,4,4,150,35,49,35,35,1125,1125,35,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94089,-3.20779
6166,10,10,4,2,2,150,4,182,4,21,182,182,10.8,182,27,57,87,330,0,0,0,0,0,0,0,0,0,0,9,9,0,0,55.93757,-3.21162
45,1,1,4,1,0,149,1,28,1,3,3,28,1.9,27.1,30,60,90,343,0,0,0,0,0,0,0,0,0,0,5,0,5,0,55.93654,-3.16918
135,5,5,6,2,5,149,2,1125,2,4,1125,1125,2.1,1125,0,0,0,169,50,2,0,95,10,9,10,10,9,10,5,5,0,0.55,55.94438,-3.21892
578,25,25,5,2,3,149,2,1125,2,5,1125,1125,2.1,1125,7,7,7,7,34,0,0,94,10,10,9,10,10,9,25,25,0,0.46,55.95132,-3.18308
587,13,13,7,3,5,149,7,1000,7,21,1125,1125,8,1125,1,1,1,1,17,2,0,95,10,10,10,10,10,9,2,2,0,0.24,55.94926,-3.18199
1128,3,3,6,3,4,149,2,1125,2,2,1125,1125,2,1125,26,56,83,345,128,14,1,99,10,10,10,10,10,10,2,2,0,2.07,55.95095,-3.18267
1240,2,2,4,1,1,149,2,30,2,2,1125,1125,2,1125,0,0,0,0,313,27,0,99,10,10,10,10,10,10,2,2,0,5.34,55.94718,-3.18087
1323,1,1,4,2,3,149,3,1125,3,3,1125,1125,3,1125,16,16,16,224,10,0,0,98,10,9,10,10,10,9,1,1,0,0.2,55.96145,-3.18159
2108,2,2,6,3,3,149,4,25,4,4,25,25,4,25,0,0,0,0,18,1,0,98,10,9,10,10,10,9,1,1,0,0.42,55.95955,-3.20615
4337,10,10,6,2,6,149,2,1125,2,2,1125,1125,2,1125,19,41,58,68,2,0,0,100,10,10,10,10,10,9,6,6,0,0.1,55.95573,-3.19162
4459,3,3,4,1,1,149,2,28,2,2,28,28,2,28,30,60,90,180,45,7,0,98,10,9,10,10,10,10,3,3,0,2.27,55.96421,-3.19325
5910,1,1,4,2,2,149,2,1125,2,2,1125,1125,2,1125,30,60,90,90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94912,-3.21971
6143,0,0,2,1,1,149,1,1125,1,2,999,1125,1,1000.7,29,59,89,357,0,0,0,0,0,0,0,0,0,0,5,0,5,0,55.95176,-3.21541
6379,201,201,6,3,3,149,3,365,3,14,999,999,6.2,999,0,8,32,299,1,1,0,100,10,10,10,10,10,10,113,105,8,0.56,55.94181,-3.17957
1252,69,69,4,2,2,148,2,1125,2,7,1125,1125,2.9,1125,29,59,83,353,10,3,0,94,9,10,10,10,9,9,54,54,0,0.19,55.95799,-3.20739
2729,1,1,8,5,5,148,2,1124,3,14,999,999,6.2,999,0,0,19,224,96,13,0,95,10,9,9,10,10,9,1,1,0,2.49,55.94011,-3.17944
363,7,7,6,2,6,147.86,3,28,2,4,1125,1125,3,1125,1,1,1,1,191,19,0,98,10,10,10,10,10,10,7,7,0,2.33,55.94777,-3.19218
236,1,1,4,2,3,147,2,30,2,2,30,30,2,30,0,0,0,85,79,1,0,98,10,10,10,10,10,10,1,1,0,0.91,55.95018,-3.18606
2728,1,1,4,2,2,147,3,50,3,3,50,50,3,50,29,59,89,349,67,9,1,99,10,10,10,10,10,10,1,1,0,1.74,55.95243,-3.21465
4207,1,1,6,3,3,147,2,1125,2,2,1125,1125,2,1125,0,0,0,0,69,22,0,99,10,10,10,10,10,10,1,1,0,3.06,55.94416,-3.2206
5241,0,0,4,1,2,147,2,7,2,2,7,7,2,7,28,58,88,88,3,0,0,93,9,9,10,10,10,9,1,1,0,0.2,55.95516,-3.20614
5529,3,3,6,4,9,147,1,1125,1,3,1125,1125,1,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,55.95838,-3.18253
6140,0,0,2,1,1,147,1,1125,1,2,999,1125,1,1000.4,29,58,88,354,0,0,0,0,0,0,0,0,0,0,5,0,5,0,55.95105,-3.21471
479,7,7,6,2,6,146,3,28,2,4,1125,1125,3,1125,0,1,1,178,148,18,0,95,10,10,10,10,10,9,7,7,0,2.1,55.95023,-3.19484
2125,1,1,4,2,2,146,3,90,3,3,1125,1125,3,1125,30,60,90,180,7,0,0,100,10,10,10,10,10,10,1,1,0,0.2,55.95947,-3.18573
2129,10,10,6,2,2,145.71,3,1125,3,4,1125,1125,3.1,1125,29,59,89,295,13,1,0,89,10,9,10,9,10,9,5,5,0,0.3,55.94804,-3.19431
209,25,25,5,3,4,145,2,35,2,4,1125,1125,2.1,1125,29,56,82,352,61,1,0,96,10,10,10,10,10,10,25,25,0,0.66,55.95965,-3.19831
625,6,6,4,2,2,145,2,14,2,3,14,14,2,14,21,40,70,329,224,16,1,99,10,10,10,10,10,10,4,4,0,3.59,55.95617,-3.2067
726,2,2,7,3,3,145,20,50,20,20,50,50,20,50,28,58,88,88,7,0,0,97,10,10,10,10,10,10,2,2,0,0.11,55.96565,-3.18096
1670,1,1,4,2,2,145,4,28,4,4,28,28,4,28,0,0,0,0,10,1,0,98,10,10,10,10,10,10,1,1,0,0.2,55.94654,-3.21675
1676,1,1,4,2,3,145,1,300,1,1,300,300,1,300,0,0,0,21,23,0,0,98,10,10,10,10,9,9,1,1,0,0.45,55.93473,-3.23588
2570,1,1,6,2,4,145,1,1125,1,2,1125,1125,1.3,1125,30,58,88,181,117,14,0,97,10,10,10,10,10,10,1,1,0,3.11,55.95737,-3.19284
2573,1,1,4,2,2,145,2,1125,2,2,1125,1125,2,1125,0,0,2,92,37,1,0,95,10,10,10,10,10,9,1,1,0,0.95,55.95613,-3.1936
2635,2,2,1,0,1,145,7,30,2,7,30,30,5.6,30,30,60,90,365,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.93691,-3.18119
3053,1,1,4,2,2,145,5,31,5,5,31,31,5,31,27,57,87,87,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.9693,-3.23025
3549,2,2,4,1,1,145,1,10,1,1,10,10,1,10,23,53,83,83,2,0,0,100,10,10,10,10,9,9,1,1,0,0.07,55.93368,-3.23235
3561,1,1,5,2,2,145,2,40,2,2,1125,1125,2,1125,0,0,0,53,13,1,0,97,10,10,10,10,10,9,1,1,0,0.48,55.93813,-3.2224
4750,24,24,2,1,1,145,1,28,1,2,28,999,1.3,994.5,30,60,89,364,6,6,1,100,10,10,9,10,10,10,9,4,0,0.55,55.95504,-3.19767
5514,12,12,5,5,5,145,250,1125,250,250,1125,1125,250,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,11,8,3,0,55.92032,-3.28398
5906,0,0,6,2,4,145,2,28,2,5,1125,1125,2.4,1125,26,53,83,358,2,2,0,100,10,10,10,10,10,10,1,1,0,0.21,55.95661,-3.19407
137,5,5,6,2,5,144,2,1125,2,4,1125,1125,2.1,1125,24,52,82,357,105,5,0,91,9,9,10,9,9,9,5,5,0,1.13,55.94507,-3.21965
179,10,10,4,2,3,144,3,360,3,5,360,360,3.3,360,0,0,0,0,28,3,0,98,10,9,10,10,10,9,1,1,0,0.35,55.95406,-3.20445
1494,1,1,4,2,2,144,2,1125,2,2,1125,1125,2,1125,0,0,21,111,19,0,0,98,10,10,10,10,9,10,1,1,0,0.36,55.98704,-3.18874
4410,11,11,6,3,4,144,2,1125,2,2,1125,1125,2,1125,25,52,62,62,77,42,2,98,10,10,9,10,10,10,5,5,0,3.74,55.97822,-3.18105
5663,0,0,4,1,1,144,2,1125,2,2,1125,1125,2,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,10,10,0,0,55.94936,-3.18749
36,6,6,2,1,2,143,1,21,1,4,21,21,3.2,21,28,53,80,352,0,0,0,0,0,0,0,0,0,0,7,0,7,0,55.94039,-3.20686
40,6,6,2,1,1,143,1,7,1,4,7,7,3.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,55.94224,-3.20573
84,2,2,6,3,5,143,2,90,2,5,90,90,2.4,90,23,53,83,339,53,5,0,97,10,10,9,9,10,10,2,2,0,0.73,55.97607,-3.17884
1404,4,4,3,2,2,143,3,1125,3,3,1125,1125,3,1125,0,0,0,0,8,0,0,95,10,10,10,10,10,9,4,4,0,0.2,55.94077,-3.18201
1873,9,9,4,2,3,143,3,1125,3,3,1125,1125,3,1125,27,57,87,87,31,5,1,99,10,10,10,10,10,10,8,8,0,0.63,55.94836,-3.19571
2257,3,3,4,2,2,143,2,1125,2,2,1125,1125,2,1125,1,1,1,1,84,10,0,98,10,10,10,10,10,10,3,3,0,2.05,55.95014,-3.17682
2743,1,1,4,2,2,143,3,1125,3,3,1125,1125,3,1125,0,0,0,0,3,0,0,100,10,10,10,10,10,9,2,2,0,0.08,55.97814,-3.17488
4429,1,1,4,2,2,143,14,30,14,14,30,30,14,30,23,53,83,173,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.94434,-3.21806
4685,15,15,4,0,4,143,1,14,1,2,14,14,1.1,14,0,0,0,247,1,1,0,100,10,10,10,10,10,10,15,0,1,0.1,55.94625,-3.19887
5716,1,1,4,2,2,143,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.93798,-3.19307
6081,289,289,4,2,2,143,1,28,1,2,2,28,1.9,21.6,30,60,85,357,2,2,0,40,7,8,8,5,8,7,3,3,0,0.88,55.95016,-3.19418
6251,1,1,6,2,3,143,2,90,2,2,1125,1125,2,1125,0,0,0,0,12,12,0,97,10,10,10,10,10,10,2,2,0,3.3,55.94916,-3.17636
4853,1,1,4,2,2,142.14,5,30,5,5,30,30,5,30,28,58,88,346,3,3,0,100,10,10,10,10,10,9,1,1,0,0.27,55.9564,-3.18661
641,69,69,4,2,3,142,2,1125,2,7,1125,1125,2.9,1125,0,0,0,0,1,0,0,100,10,10,10,10,10,10,54,54,0,0.02,55.94523,-3.2205
2524,1,1,5,2,3,142,3,30,3,3,30,30,3,30,0,0,17,197,91,8,0,100,10,10,10,10,10,10,1,1,0,2.36,55.95335,-3.17833
5644,0,0,2,1,1,142,4,1125,4,4,1125,1125,4,1125,29,59,89,179,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.94304,-3.1901
5729,69,69,5,2,3,142,2,1125,2,7,1125,1125,2.9,1125,18,48,73,348,2,2,0,100,9,10,10,10,10,9,54,54,0,0.19,55.95471,-3.20695
5777,13,13,2,1,1,142,1,1125,1,2,1125,1125,1.1,1125,20,40,68,284,2,2,0,100,10,10,10,10,10,10,13,0,3,0.23,55.95178,-3.18808
1469,3,3,5,2,3,141,4,17,4,4,17,17,4,17,0,0,4,4,6,1,0,97,10,10,10,10,9,9,2,2,0,0.12,55.96915,-3.20608
3332,2,2,4,2,2,141,2,1125,2,2,1125,1125,2,1125,0,15,45,45,12,0,0,95,9,10,9,9,10,10,1,1,0,0.4,55.96303,-3.20285
6335,0,0,4,2,2,141,3,1125,3,3,1125,1125,3,1125,12,31,61,309,1,1,0,100,10,10,10,10,10,10,1,1,0,0.48,55.95203,-3.21074
226,1,1,5,3,4,140,3,1125,3,3,1125,1125,3,1125,0,0,0,258,25,0,0,95,10,9,10,10,10,10,1,1,0,0.28,55.9518,-3.10942
525,1,1,4,2,2,140,3,1125,3,3,1125,1125,3,1125,0,0,0,139,8,0,0,100,10,10,10,10,9,9,1,1,0,0.11,55.97785,-3.19809
558,4,4,4,2,2,140,2,14,2,2,14,14,2,14,0,0,0,62,84,0,0,97,10,10,10,10,10,10,3,3,0,1.12,55.94562,-3.18167
838,2,2,6,3,4,140,3,30,3,5,1125,1125,3.1,1125,30,60,64,64,142,16,1,96,10,10,10,10,10,9,1,1,0,2.31,55.95122,-3.20107
1113,2,2,3,1,2,140,2,30,2,2,30,30,2,30,0,0,0,263,76,1,0,95,10,10,10,10,9,9,1,0,1,1.28,55.93707,-3.21919
1115,0,0,2,2,2,140,2,7,2,5,7,7,3.3,7,23,53,83,358,20,0,0,94,10,9,10,9,9,9,1,1,0,0.36,55.96749,-3.15988
1572,2,2,4,2,2,140,7,1125,7,7,1125,1125,7,1125,29,59,89,89,1,0,0,100,10,10,10,10,10,8,1,1,0,0.02,55.93867,-3.20714
1634,3,3,4,2,2,140,2,1125,2,2,1125,1125,2,1125,29,52,52,52,45,5,0,96,10,10,10,10,10,9,2,0,2,0.86,55.95493,-3.19703
1677,1,1,4,0,2,140,1,14,1,5,14,14,1.4,14,26,47,72,312,77,4,1,99,10,10,10,10,10,10,1,1,0,1.48,55.94911,-3.19492
2024,1,1,4,2,2,140,5,30,5,5,30,30,5,30,0,0,0,113,9,0,0,98,10,10,10,10,10,10,1,1,0,0.23,55.95818,-3.17736
2242,1,1,5,3,4,140,2,7,2,2,1125,1125,2,1125,27,55,73,194,84,6,0,98,10,10,10,10,10,10,1,1,0,2,55.93473,-3.17477
2400,1,1,2,1,1,140,7,1125,7,7,1125,1125,7,1125,0,0,8,8,1,1,0,100,10,4,8,10,10,8,1,1,0,0.1,55.94288,-3.19597
2559,9,9,8,2,5,140,1,365,1,3,365,365,2.5,365,0,0,0,0,4,1,0,95,10,10,10,10,9,9,6,6,0,0.21,55.94858,-3.18129
2727,1,1,4,2,2,140,7,31,7,7,31,31,7,31,0,0,0,0,1,0,0,100,10,10,10,10,10,8,1,1,0,0.03,55.96677,-3.23314
2796,1,1,6,2,4,140,3,1125,3,3,1125,1125,3,1125,30,60,87,267,37,3,0,98,10,10,10,10,10,9,1,1,0,0.98,55.96061,-3.19579
2941,1,1,2,1,1,140,2,1125,2,2,1125,1125,2,1125,29,59,89,179,28,0,0,87,10,10,9,9,10,9,1,1,0,0.82,55.9435,-3.20322
3795,2,2,4,2,5,140,3,30,3,3,1125,1125,3,1125,30,57,87,322,3,1,0,100,10,10,10,10,10,9,2,2,0,0.15,55.94855,-3.21177
3879,1,1,6,2,3,140,1,1125,1,1,1125,1125,1,1125,30,60,90,365,12,0,0,93,10,10,10,10,10,10,1,0,1,0.45,55.95112,-3.20038
4396,1,1,6,2,2,140,5,1125,5,5,1125,1125,5,1125,29,59,89,89,1,0,0,0,0,0,0,0,0,0,1,1,0,0.06,55.93759,-3.19712
4492,4,4,4,1,3,140,1,30,1,1,30,30,1,30,0,0,18,190,0,0,0,0,0,0,0,0,0,0,4,0,4,0,55.92757,-3.16873
4493,4,4,4,1,3,140,1,30,1,1,30,30,1,30,0,0,16,188,0,0,0,0,0,0,0,0,0,0,4,0,4,0,55.92705,-3.16842
4643,6,6,4,1,3,140,1,1125,1,1,1125,1125,1,1125,30,60,90,354,0,0,0,0,0,0,0,0,0,0,6,0,6,0,55.95999,-3.19985
4668,1,1,4,2,2,140,7,1125,7,7,1125,1125,7,1125,0,0,25,115,24,1,0,98,10,9,10,10,9,10,1,1,0,1.4,55.9635,-3.15075
4672,1,1,5,2,2,140,3,30,3,3,30,30,3,30,30,60,90,91,1,0,0,100,10,10,10,10,10,10,1,1,0,0.06,55.96149,-3.18121
4773,2,2,6,3,3,140,3,30,2,3,30,30,2.3,30,28,58,88,88,1,0,0,100,10,10,10,10,10,10,2,2,0,0.07,55.93553,-3.23767
4847,2,2,4,2,2,140,4,31,4,4,31,31,4,31,0,0,20,20,7,1,0,100,10,10,10,10,10,10,1,1,0,0.46,55.93573,-3.26715
5281,1,1,2,1,1,140,1,1125,1,1,1125,1125,1,1125,0,0,17,17,20,7,0,100,10,10,10,10,10,10,1,1,0,1.35,55.95822,-3.20118
5333,0,0,4,1,2,140,2,1125,2,2,1125,1125,2,1125,29,29,29,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.93815,-3.21693
5586,0,0,4,2,2,140,4,28,4,4,28,28,4,28,28,58,88,363,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.97007,-3.20454
5652,0,0,4,1,1,140,2,1125,2,2,1125,1125,2,1125,30,60,90,365,2,2,0,100,10,10,10,9,10,9,10,10,0,0.18,55.94804,-3.18615
5662,0,0,4,1,1,140,2,1125,2,2,1125,1125,2,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,10,10,0,0,55.94944,-3.18592
5665,0,0,4,1,1,140,2,1125,2,2,1125,1125,2,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,10,10,0,0,55.94835,-3.18604
5952,5,5,5,3,4,140,4,28,4,4,28,28,4,28,27,57,87,177,0,0,0,0,0,0,0,0,0,0,4,4,0,0,55.93751,-3.23124
1403,7,7,6,2,3,139.29,3,28,2,4,1125,1125,3,1125,0,0,0,0,103,12,0,99,10,10,10,10,10,10,7,7,0,2,55.94869,-3.19503
4,2,2,6,4,5,139,2,365,2,2,365,365,2,365,10,36,47,291,250,13,1,96,10,10,10,10,10,10,1,1,0,2.16,55.95935,-3.17713
184,69,69,4,2,2,139,2,365,2,7,365,365,2.9,365,28,55,85,337,11,2,1,100,10,10,10,10,10,10,54,54,0,0.13,55.9577,-3.18882
198,69,69,6,2,3,139,2,365,2,7,365,365,2.9,365,22,52,82,357,3,2,0,87,9,9,10,10,9,9,54,54,0,0.08,55.95861,-3.16207
208,3,3,4,2,4,139,2,30,2,2,1125,1125,2,1125,0,0,0,0,221,2,0,97,10,10,10,10,10,9,2,2,0,2.43,55.95135,-3.18332
259,1,1,4,2,2,139,3,150,3,3,150,150,3,150,28,55,74,349,17,0,0,95,10,10,10,10,9,9,1,1,0,0.43,55.95708,-3.23067
721,1,1,6,2,6,139,3,1125,3,5,1125,1125,3.2,1125,0,0,0,140,141,14,0,99,10,10,10,10,10,10,1,1,0,2.08,55.94861,-3.19674
1068,1,1,2,1,1,139,1,21,1,1,21,21,1,21,27,57,87,177,13,1,0,100,10,10,10,10,10,10,1,1,0,0.21,55.94796,-3.20616
1940,69,69,4,1,1,139,2,1125,2,7,1125,1125,2.9,1125,28,58,88,363,0,0,0,0,0,0,0,0,0,0,54,54,0,0,55.94169,-3.20589
2220,69,69,4,1,1,139,2,1125,2,7,1125,1125,3,1125,28,58,88,363,3,0,0,67,7,7,10,10,10,7,54,54,0,0.09,55.94541,-3.20137
2224,69,69,4,1,2,139,2,1125,2,7,1125,1125,3,1125,28,58,88,352,1,1,0,80,10,10,6,6,10,10,54,54,0,0.1,55.95144,-3.18582
2229,69,69,4,1,1,139,2,1125,2,7,1125,1125,2.9,1125,20,47,77,349,2,0,0,50,6,7,6,6,9,8,54,54,0,0.06,55.94868,-3.19417
2231,69,69,4,1,1,139,2,1125,2,7,1125,1125,3.1,1125,0,0,0,0,3,0,0,73,6,7,10,10,9,7,54,54,0,0.09,55.95114,-3.18297
2329,69,69,4,2,2,139,2,1125,2,7,1125,1125,2.9,1125,1,1,1,1,5,1,0,88,9,9,8,9,10,9,54,54,0,0.12,55.93578,-3.19957
2339,1,1,4,2,2,139,1,1125,1,1,1125,1125,1,1125,1,1,1,1,32,1,0,92,9,9,10,10,10,9,1,1,0,1.18,55.95586,-3.17942
2581,9,9,8,2,5,139,1,365,1,3,365,365,2.5,365,3,3,3,3,4,2,1,95,9,9,10,10,10,9,6,6,0,0.18,55.94858,-3.18129
2839,69,69,4,1,1,139,2,1125,2,7,1125,1125,2.9,1125,27,57,87,360,4,1,0,100,10,10,10,10,10,9,54,54,0,0.14,55.9597,-3.18793
3100,1,1,5,1,3,139,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55.89967,-3.16403
3689,5,5,6,2,2,139,1,1125,2,2,999,999,2,999,29,56,85,351,7,1,0,100,10,10,10,10,10,10,5,5,0,0.25,55.98581,-3.18995
3904,69,69,2,1,1,139,2,1125,2,7,1125,1125,2.9,1125,0,16,46,321,0,0,0,0,0,0,0,0,0,0,54,54,0,0,55.94243,-3.19361
3990,2,2,8,3,4,139,1,1125,1,1,1125,1125,1,1125,0,17,47,47,41,1,0,94,10,10,10,10,10,9,2,2,0,1.61,55.93424,-3.16529
4070,3,3,2,1,1,139,2,30,2,2,999,999,2,999,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,2,0,0,55.94007,-3.17623
4841,1,1,4,1,1,139,2,1125,2,2,1125,1125,2,1125,8,8,27,302,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.96077,-3.2085
5349,6,6,4,1,2,139,1,1125,1,2,1125,1125,1.1,1125,21,48,78,305,0,0,0,0,0,0,0,0,0,0,6,0,6,0,55.94936,-3.1894
5591,69,69,4,1,1,139,2,1125,2,4,1125,1125,2.2,1125,28,58,88,363,3,2,0,93,9,9,10,10,10,8,54,54,0,0.25,55.94351,-3.19092
5804,8,8,4,2,2,139,2,1125,2,2,2,365,2,191.4,30,60,90,276,9,9,0,98,10,10,10,10,10,10,9,9,0,0.87,55.95469,-3.19359
6414,0,0,12,2,24,138.29,1,365,1,2,7,365,1,66.1,18,27,27,27,1,1,0,100,10,10,10,10,10,10,10,0,5,0.83,55.9477,-3.19687
548,39,39,4,2,0,138,2,1125,2,2,1125,1125,2,1125,28,41,41,99,46,7,0,93,10,10,10,10,10,9,34,34,0,0.62,55.94909,-3.18925
649,39,39,6,2,4,138,2,28,2,2,28,28,2,28,0,0,0,0,49,7,0,96,10,10,10,10,9,10,34,34,0,0.69,55.96166,-3.18656
803,39,39,6,2,3,138,2,28,2,2,28,28,2,28,29,59,89,342,85,8,0,96,10,10,10,10,10,9,34,34,0,1.32,55.96003,-3.18403
3033,1,1,4,0,3,138,1,1125,1,1,1125,1125,1,1125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.94987,-3.09986
3905,39,39,4,2,3,138,2,21,2,2,21,21,2,21,25,52,82,335,42,10,0,94,10,10,10,10,10,9,34,34,0,1.58,55.9484,-3.18883
4008,201,201,8,4,4,138,2,1124,3,7,999,999,4.5,999,1,9,39,248,23,3,0,83,9,8,10,9,9,8,113,105,8,0.93,55.9395,-3.17654
4543,1,1,4,2,2,138,2,21,2,3,1125,1125,2,1125,25,50,74,298,14,6,0,99,10,10,10,10,10,9,1,1,0,0.76,55.94316,-3.19277
5776,13,13,2,1,1,138,1,1125,1,2,1125,1125,1.1,1125,22,46,76,325,0,0,0,0,0,0,0,0,0,0,13,0,3,0,55.95151,-3.18805
